Species,Relative_Abundance
Arachidicoccus sp. BS20,0
Arachidicoccus terrestris,0
Arachidicoccus ginsenosidivorans,0
Arachidicoccus soli,0
Niastella koreensis,1e-4
Filimonas lacunae,1e-4
Panacibacter ginsenosidivorans,0
Lacibacter sediminis,0
Flavisolibacter ginsenosidimutans,0
Flavisolibacter tropicus,0
Ferruginibacter lapsinanis,0
Ferruginibacter albus,0
Pseudocnuella soli,0
Phnomibacter ginsenosidimutans,0
Thermoflavifilum sp.,0
Rhizosphaericola mali,0
Longitalea sp. SCSIO 12813,0
Hymenobacter sp. HDW8,0
Hymenobacter sp. 5317J-9,0
Hymenobacter sp. DG25A,0
Hymenobacter sp. GOD-10R,0
Hymenobacter sp. PAMC 26628,0
Hymenobacter sp. BRD128,0
Hymenobacter sp. NBH84,0
Hymenobacter sp. DG25B,0
Hymenobacter sp. BRD67,0
Hymenobacter sp. YIM 151500-1,0
Hymenobacter sp. APR13,0
Hymenobacter sp. BT18,0
Hymenobacter sp. 5516J-16,0
Hymenobacter sp. DG01,0
Hymenobacter sp. YIM 151858-1,0
Hymenobacter sp. 5414T-23,0
Hymenobacter sedentarius,0
Hymenobacter cellulosivorans,0
Hymenobacter busanensis,0
Hymenobacter swuensis,0
Hymenobacter jejuensis,0
Hymenobacter tibetensis,0
Hymenobacter qilianensis,0
Hymenobacter aerilatus,0
Hymenobacter cellulosilyticus,0
Hymenobacter sediminicola,0
Hymenobacter monticola,0
Hymenobacter baengnokdamensis,0
Hymenobacter nivis,0
Hymenobacter yonginensis,0
Hymenobacter volaticus,0
Hymenobacter oligotrophus,0
Hymenobacter canadensis,0
Hymenobacter radiodurans,0
Hymenobacter sublimis,0
Pontibacter sp. SGAir0037,0
Pontibacter sp. G13,0
Pontibacter actiniarum,0
Pontibacter russatus,0
Pontibacter akesuensis,0
Pontibacter pudoricolor,0
Pontibacter korlensis,0
Pontibacter kalidii,0
Adhaeribacter radiodurans,0
Adhaeribacter swui,0
Rufibacter tibetensis,0
Rufibacter radiotolerans,0
Rufibacter sp. DG15C,0
Nibribacter ruber,0
Spirosoma sp. SC4-14,0
Spirosoma sp. KCTC 42546,0
Spirosoma sp. KUDC1026,0
Spirosoma sp. KNUC1025,0
Spirosoma aerolatum,0
Spirosoma radiotolerans,0
Spirosoma endbachense,0
Spirosoma pollinicola,0
Spirosoma rhododendri,0
Spirosoma rigui,0
Spirosoma foliorum,0
Spirosoma montaniterrae,0
Spirosoma oryzicola,0
Spirosoma taeanense,0
Spirosoma aureum,0
Rhodocytophaga rosea,0
Cytophaga hutchinsonii,0
Dyadobacter pollutisoli,0
Dyadobacter chenwenxiniae,0
Dyadobacter sp. NIV53,0
Dyadobacter fanqingshengii,0
Dyadobacter fermentans,0
Dyadobacter sandarakinus,0
Dyadobacter chenhuakuii,0
Runella slithyformis,0
Runella sp. SP2,0
Runella rosea,0
Fibrella aestuarina,0
Tellurirhabdus bombi,0
Tellurirhabdus rosea,0
Larkinella insperata,0
Fibrisoma limi,0
Echinicola strongylocentroti,0
Echinicola soli,0
Echinicola sp. 20G,0
Echinicola marina,0
Echinicola rosea,0
Echinicola vietnamensis,0
Algoriphagus sp. Y33,0
Algoriphagus sp. NBT04N3,0
Algoriphagus sp. NG3,0
Algoriphagus sp. TR-M9,0
Algoriphagus sp. TR-M5,0
Algoriphagus machipongonensis,0
Algoriphagus sanaruensis,0
Belliella baltica,0
Cyclobacterium amurskyense,0
Cyclobacterium marinum,0
Aquiflexum balticum,0
Mongoliitalea daihaiensis,0
Flammeovirga kamogawensis,0
Flammeovirga sp. MY04,0
Flammeovirga pectinis,0
Flammeovirga yaeyamensis,0
Chondrinema litorale,0
Imperialibacter roseus,0
Fulvivirga maritima,0
Fulvivirga ulvae,0
Fulvivirga ligni,0
Fulvivirga lutea,0
Chryseolinea soli,0
Arcticibacterium luteifluviistationis,0
Emticicia sp. 21SJ11W-3,0
Emticicia oligotrophica,0
Marinilongibacter aquaticus,0
Leadbetterella byssophila,0
Aureibacter tunicatorum,0
Fulvitalea axinellae,0
Persicobacter psychrovividus,0
Catalinimonas niigatensis,0
Tunicatimonas pelagia,0
Porifericola rhodea,0
Marivirga sp. BDSF4-3,0
Marivirga sp. BKB1-2,0
Marivirga sp. ABR2-2,0
Marivirga tractuosa,0
Marivirga harenae,0
Bernardetia sp. MNP-M8,0
Bernardetia sp. ABR2-2B,0
Bernardetia sp. Wsw4-3y2,0
Bernardetia litoralis,0
Aquirufa nivalisilvae,0
Aquirufa antheringensis,0
Aquirufa lenticrescens,0
Cardinium endosymbiont of Oedothorax gibbosus,0
Cardinium endosymbiont of Philonthus spinipes,0
Cardinium endosymbiont of Encarsia pergandiella,0
Cardinium endosymbiont of Sogatella furcifera,0
Cardinium endosymbiont of Tipula unca,0
Candidatus Cardinium hertigii,0
Candidatus Amoebophilus asiaticus,0
Reichenbachiella carrageenanivorans,0
Reichenbachiella agarivorans,0
Roseivirga spongicola,0
Mangrovivirga cuniculi,0
Microscilla sp. PRE1,0
Mucilaginibacter sp. KACC 22773,0
Mucilaginibacter sp. CSA2-8R,0
Mucilaginibacter sp. 21P,0
Mucilaginibacter sp. SJ,0
Mucilaginibacter sp. SMC90,0
Mucilaginibacter sp. 14171R-50,0
Mucilaginibacter sp. 5C4,0
Mucilaginibacter sp. KACC 22063,0
Mucilaginibacter sp. PAMB04168,0
Mucilaginibacter sp. PAMB04274,0
Mucilaginibacter sabulilitoris,0
Mucilaginibacter paludis,0
Mucilaginibacter ginkgonis,0
Mucilaginibacter mallensis,0
Mucilaginibacter rubeus,0
Mucilaginibacter celer,0
Mucilaginibacter gossypii,0
Mucilaginibacter gotjawali,0
Mucilaginibacter xinganensis,0
Mucilaginibacter robiniae,0
Mucilaginibacter ginsenosidivorax,0
Mucilaginibacter mali,0
Mucilaginibacter ginsenosidivorans,0
Mucilaginibacter daejeonensis,0
Mucilaginibacter jinjuensis,0
Pedobacter sp. FW305-3-2-15-E-R2A2,0
Pedobacter sp. HDW13,0
Pedobacter sp. PACM 27299,0
Pedobacter sp. D749,0
Pedobacter sp. G11,0
Pedobacter sp. KBS0701,0
Pedobacter sp. SL55,0
Pedobacter sp. BS3,0
Pedobacter steynii,0
Pedobacter heparinus,0
Pedobacter cryoconitis,0
Pedobacter schmidteae,0
Pedobacter mucosus,0
Pedobacter endophyticus,0
Pedobacter roseus,0
Pedobacter ginsengisoli,0
Pedobacter suwonensis,0
Pedobacter riviphilus,0
Pedobacter gandavensis,0
Pedobacter aquae,0
Sphingobacterium sp. UGAL515B_05,0
Sphingobacterium sp. ML3W,0
Sphingobacterium sp. UDSM-2020,0
Sphingobacterium sp. WM,0
Sphingobacterium sp. DR205,0
Sphingobacterium sp. PCS056,0
Sphingobacterium sp. CZ-2,0
Sphingobacterium sp. SRCM116780,0
Sphingobacterium sp. BN32,0
Sphingobacterium sp. SYP-B4668,0
Sphingobacterium sp. LZ7M1,0
Sphingobacterium sp. E70,0
Sphingobacterium sp. dk4302,0
Sphingobacterium sp.,0
Sphingobacterium sp. G1-14,0
Sphingobacterium spiritivorum,0
Sphingobacterium lactis,0
Sphingobacterium thalpophilum,0
Sphingobacterium oryzagri,0
Sphingobacterium multivorum,0
Sphingobacterium daejeonense,0
Sphingobacterium faecium,0
Sphingobacterium mizutaii,0
Sphingobacterium bambusae,0
Sphingobacterium siyangense,0
Sphingobacterium hotanense,0
Sphingobacterium paramultivorum,0
Sphingobacterium psychroaquaticum,0
Olivibacter sp. SDN3,0
Olivibacter sp. LS-1,0
Pseudopedobacter saltans,0
Solitalea canadensis,0
Solitalea lacus,0
Anseongella ginsenosidimutans,0
Aurantibacillus circumpalustris,0
Haliscomenobacter hydrossis,0
Saprospira grandis,0
Saprospira sp. CCB-QB6,0
Aureispira anguillae,0
Aureispira sp. CCB-E,0
Candidatus Sulfidibacterium hydrothermale,0
Chlorobium phaeobacteroides,0
Chlorobium limicola,0
Chlorobium phaeovibrioides,0
Pelodictyon phaeoclathratiforme,0
Pelodictyon luteolum,0
Prosthecochloris sp. GSB1,0
Prosthecochloris sp. CIB 2401,0
Prosthecochloris sp. HL-130-GSB,0
Prosthecochloris sp. SCSIO W1101,0
Prosthecochloris sp. SCSIO W1103,0
Prosthecochloris aestuarii,0
Chlorobaculum parvum,0
Chlorobaculum limnaeum,0
Chlorobaculum tepidum,0
Chlorobaculum sp. MV4-Y,0
Chloroherpeton thalassium,0
Melioribacter roseus,0
Ignavibacterium album,0
Ignavibacterium sp.,0
Rhodothermus marinus,0
Rhodocaloribacter litoris,0
Salinibacter ruber,0
Cyclonatronum proteinivorum,0
Gemmatimonas groenlandica,0
Gemmatimonas aurantiaca,0
Gemmatimonas phototrophica,0
Gemmatirosa kalamazoonensis,0
Fibrobacter succinogenes,0
Candidatus Cloacimonas acidaminovorans,0
Desulfovibrio piger,2e-4
Desulfovibrio desulfuricans,1e-4
Desulfovibrio fairfieldensis,1e-4
Desulfovibrio mangrovi,0
Desulfovibrio subterraneus,0
Desulfovibrio sp. G11,0
Desulfovibrio ferrophilus,0
Candidatus Desulfovibrio trichonymphae,0
uncultured Pseudodesulfovibrio sp.,0
Pseudodesulfovibrio indicus,0
Pseudodesulfovibrio sp. zrk46,0
Pseudodesulfovibrio sp. 5S69,0
Pseudodesulfovibrio mercurii,0
Pseudodesulfovibrio tunisiensis,0
Pseudodesulfovibrio profundus,0
Pseudodesulfovibrio aespoeensis,0
Pseudodesulfovibrio thermohalotolerans,0
Pseudodesulfovibrio portus,0
Pseudodesulfovibrio cashew,0
Pseudodesulfovibrio sediminis,0
Pseudodesulfovibrio nedwellii,0
Pseudodesulfovibrio piezophilus,0
uncultured Mailhella sp.,1e-4
Nitratidesulfovibrio liaohensis,1e-4
Nitratidesulfovibrio vulgaris,1e-4
Maridesulfovibrio sp.,1e-4
Maridesulfovibrio salexigens,0
Maridesulfovibrio hydrothermalis,0
Solidesulfovibrio carbinoliphilus,0
Solidesulfovibrio magneticus,0
Solidesulfovibrio carbinolicus,0
Oleidesulfovibrio alaskensis,0
Salidesulfovibrio onnuriiensis,0
Desulfolutivibrio sulfoxidireducens,0
Desulfolutivibrio sulfodismutans,0
Lawsonia intracellularis,0
Oceanidesulfovibrio marinus,0
Megalodesulfovibrio gigas,0
Taurinivorans muris,0
Desulfocurvibacter africanus,0
Desulfobaculum bizertense,0
Desulfomicrobium orale,0
Desulfomicrobium sp. ZS1,0
Desulfomicrobium baculatum,0
Thermodesulfomicrobium sp. WS,0
Desulfohalobium retbaense,0
uncultured Desulfuromonas sp.,0
Desulfuromonas versatilis,0
Desulfuromonas sp. DDH964,0
Desulfuromonas sp. AOP6,0
Desulfuromonas acetoxidans,0
Desulfuromonas soudanensis,0
Desulfuromonas thiophila,0
Pelobacter propionicus,0
Syntrophotalea carbinolica,0
Syntrophotalea acetylenica,0
Syntrophotalea acetylenivorans,0
Geoalkalibacter subterraneus,0
Geoalkalibacter halelectricus,0
uncultured Desulfuromusa sp.,0
Geobacter sp. SVR,0
Geobacter sp. FeAm09,0
Geobacter sp. DSM 9736,0
Geobacter benzoatilyticus,0
Geobacter sulfurreducens,0
Geobacter metallireducens,0
Geobacter pickeringii,0
Geomonas subterranea,0
Geomonas paludis,0
Geomonas nitrogeniifigens,0
Geomonas oryzisoli,0
Geomonas sp. RF6,0
Trichlorobacter lovleyi,0
Trichlorobacter ammonificans,0
Geotalea uraniireducens,0
Geotalea daltonii,0
Citrifermentans bremense,0
Citrifermentans bemidjiense,0
uncultured Desulfobacter sp.,1e-4
Desulfobacter hydrogenophilus,0
Desulfobacter postgatei,0
Desulforapulum autotrophicum,0
Desulfobacula toluolica,0
uncultured Desulfosarcina sp.,0
Desulfosarcina ovata,0
Desulfosarcina widdelii,0
Desulfosarcina alkanivorans,0
Desulfosarcina sp. BuS5,0
Desulfonema limicola,0
Desulfonema magnum,0
Desulfococcus multivorans,0
Desulfatibacillum aliphaticivorans,0
Desulfoluna limicola,0
Desulfosudis oleivorans,0
Desulfobulbus oralis,0
uncultured Desulfobulbus sp.,0
Desulfobulbus propionicus,0
Desulfobulbus oligotrophicus,0
Desulfurivibrio alkaliphilus,0
Candidatus Electrothrix sp. GW3-4,0
Desulfolithobacter dissulfuricans,0
Desulfogranum marinum,0
Desulfomarina profundi,0
Desulfosediminicola flagellatus,0
Desulfosediminicola ganghwensis,0
Desulfofustis limnaeus,0
Desulfotalea psychrophila,0
Desulfopila sp. IMCC35008,0
Desulfocapsa sulfexigens,0
Desulfarculus baarsii,0
Desulfoferula mesophilus,0
Thermosulfurimonas marina,0
Thermodesulfobacterium commune,0
Thermodesulfobacterium geofontis,0
Thermodesulfobacterium sp. TA1,0
Thermosulfuriphilus ammonigenes,0
Caldimicrobium thiodismutans,0
Thermodesulfatator indicus,0
Syntrophobacter fumaroxidans,0
Desulfoglaeba alkanexedens,0
Syntrophus aciditrophicus,0
Candidatus Desulfofervidus auxilii,0
Desulfomonile tiedjei,0
Desulfobacca acetoxidans,0
Campylobacter jejuni,3e-4
Campylobacter sp. 19-13652,0
Campylobacter sp. RM16704,0
Campylobacter sp. RM5004,0
Campylobacter sp. CCUG 57310,0
Campylobacter sp. RM6914,0
Campylobacter sp. RM10537,0
Campylobacter sp. VBCF_01 NA2,0
Campylobacter sp. RM12651,0
Campylobacter sp. CS_NA3,0
Campylobacter sp. RM16192,0
Campylobacter sp. RM16187,0
Campylobacter sp. 2014D-0216,0
Campylobacter sp. CN_NE2,0
Campylobacter sp. RM6137,0
Campylobacter sp. RM8964,0
Campylobacter sp. CFSAN093226,0
Campylobacter coli,0
Campylobacter concisus,0
Campylobacter cuniculorum,0
Campylobacter canadensis,0
Campylobacter novaezeelandiae,0
Campylobacter iguaniorum,0
Campylobacter fetus,0
Campylobacter hyointestinalis,0
Campylobacter mucosalis,0
Campylobacter vulpis,0
Campylobacter upsaliensis,0
Campylobacter lari,0
Campylobacter volucris,0
Campylobacter pinnipediorum,0
Campylobacter avium,0
Campylobacter ureolyticus,0
Campylobacter geochelonis,0
Campylobacter sputorum,0
Campylobacter blaseri,0
Campylobacter rectus,0
Campylobacter lanienae,0
Campylobacter showae,0
Campylobacter helveticus,0
Campylobacter hepaticus,0
Campylobacter curvus,0
Campylobacter insulaenigrae,0
Campylobacter corcagiensis,0
Campylobacter subantarcticus,0
Candidatus Campylobacter infans,0
Campylobacter gracilis,0
Campylobacter armoricus,0
Campylobacter hominis,0
Campylobacter peloridis,0
Campylobacter ornithocola,0
Halarcobacter sp.,0
Halarcobacter anaerophilus,0
Halarcobacter ebronensis,0
Halarcobacter bivalviorum,0
Aliarcobacter butzleri,0
Aliarcobacter trophiarum,0
Aliarcobacter thereius,0
Aliarcobacter cibarius,0
Aliarcobacter cryaerophilus,0
Aliarcobacter faecis,0
Aliarcobacter lanthieri,0
Aliarcobacter skirrowii,0
Arcobacter suis,0
Arcobacter sp. FWKO B,0
Arcobacter sp. L,0
Arcobacter aquimarinus,0
Arcobacter ellisii,0
Arcobacter porcinus,0
Arcobacter acticola,0
Arcobacter cloacae,0
Arcobacter venerupis,0
Arcobacter roscoffensis,0
Arcobacter nitrofigilis,0
Arcobacter peruensis,0
Arcobacter defluvii,0
Malaciobacter molluscorum,0
Malaciobacter mytili,0
Malaciobacter pacificus,0
Malaciobacter canalis,0
Malaciobacter halophilus,0
Malaciobacter marinus,0
Poseidonibacter lekithochrous,0
Poseidonibacter parvus,0
Sulfurimonas sp. HSL-3221,0
Sulfurimonas sp.,0
Sulfurimonas sp. SWIR-19,0
Sulfurimonas sp. CVO,0
Sulfurimonas autotrophica,0
uncultured Sulfurimonas sp.,0
Sulfurimonas paralvinellae,0
Candidatus Sulfurimonas baltica,0
Sulfurimonas marina,0
Sulfurimonas sediminis,0
Sulfurimonas gotlandica,0
Candidatus Sulfurimonas marisnigri,0
Sulfurimonas aquatica,0
Sulfurimonas hydrogeniphila,0
Sulfurimonas denitrificans,0
Sulfurimonas lithotrophica,0
Sulfurimonas xiamenensis,0
Sulfuricurvum kujiense,0
Candidatus Sulfuricurvum sp. RIFRC-1,0
Helicobacter pylori,0
Helicobacter cinaedi,0
Helicobacter canadensis,0
Helicobacter acinonychis,0
Helicobacter canis,0
Helicobacter mustelae,0
Helicobacter himalayensis,0
Helicobacter bizzozeronii,0
Helicobacter apodemus,0
Helicobacter typhlonius,0
Helicobacter cetorum,0
Helicobacter mastomyrinus,0
Helicobacter pullorum,0
Helicobacter cholecystus,0
Helicobacter sp. NHP19-003,0
Helicobacter sp. NHP19-012,0
Helicobacter sp. NHP21005,0
Helicobacter winghamensis,0
Helicobacter bilis,0
Helicobacter hepaticus,0
Helicobacter enhydrae,0
Helicobacter heilmannii,0
Helicobacter felis,0
Helicobacter suis,0
Wolinella succinogenes,0
Sulfurospirillum sp. UCH001,0
Sulfurospirillum sp. 1612,0
Sulfurospirillum sp. 'SP',0
Sulfurospirillum barnesii,0
Sulfurospirillum cavolei,0
Sulfurospirillum diekertiae,0
Sulfurospirillum halorespirans,0
Sulfurospirillum deleyianum,0
Sulfurospirillum multivorans,0
Sulfurovum indicum,0
Sulfurovum sp. NBC37-1,0
Sulfurovum sp. XGS-02,0
Sulfurovum mangrovi,0
Sulfurovum lithotrophicum,0
Nitratifractor salsuginis,0
Hydrogenimonas thermophila,0
Hydrogenimonas cancrithermarum,0
Hydrogenimonas urashimensis,0
Nitratiruptor sp. YY09-18,0
Nitratiruptor sp. SB155-2,0
Nitratiruptor tergarcus,0
Nitrosophilus labii,0
Nitrosophilus kaiyonis,0
Nitrosophilus alvini,0
Nautilia sp. PV-1,0
Nautilia profundicola,0
Caminibacter pacificus,0
Caminibacter mediatlanticus,0
Hippea maritima,0
Treponema sp. OMZ 305,0
Treponema sp. Marseille-Q4132,0
Treponema sp. OMZ 855,0
Treponema sp. B152,0
Treponema sp. OMZ 803,0
Treponema sp. OMZ 906,0
Treponema sp. OMZ 787,0
Treponema sp. OMZ 788,0
Treponema sp. OMZ 838,0
Treponema sp. OMZ 857,0
Treponema sp. OMZ 799,0
Treponema parvum,0
Treponema bryantii,0
Treponema peruense,0
Treponema socranskii,0
Treponema brennaborense,0
Treponema succinifaciens,0
Treponema denticola,0
Treponema vincentii,0
Treponema putidum,0
Treponema pedis,0
Treponema primitia,0
Treponema ruminis,0
Treponema medium,0
Treponema saccharophilum,0
Treponema phagedenis,0
Treponema paraluiscuniculi,0
Brucepastera parasyntrophica,0
uncultured Sphaerochaeta sp.,0
Sphaerochaeta globosa,0
Sphaerochaeta associata,0
Sphaerochaeta pleomorpha,0
Parasphaerochaeta coccoides,0
Marispirochaeta sp.,0
Marispirochaeta aestuarii,0
Spirochaeta africana,0
Spirochaeta thermophila,0
Oceanispirochaeta crateris,0
Sediminispirochaeta smaragdinae,0
Salinispira pacifica,0
Entomospira culicis,0
Entomospira entomophila,0
Entomospira nematocerorum,0
Thiospirochaeta perfilievii,0
Candidatus Haliotispira prima,0
Borrelia sp. BU AG58,0
Borrelia sp. A-FGy1,0
Borrelia sp. P9F1,0
Borrelia sp. RT1S,0
Borrelia sp. HM,0
Borrelia coriaceae,0
Borrelia miyamotoi,0
Borrelia puertoricensis,0
Borrelia recurrentis,0
Borrelia turcica,0
Borrelia hermsii,0
Candidatus Borrelia fainii,0
Borrelia turicatae,0
Borrelia parkeri,0
Borrelia anserina,0
Borrelia crocidurae,0
Borrelia maritima,0
Borreliella lusitaniae,0
Borreliella valaisiana,0
Borreliella finlandensis,0
Candidatus Borreliella tachyglossi,0
Borreliella garinii,0
Borreliella turdi,0
Borreliella andersonii,0
Borreliella afzelii,0
Borreliella sinica,0
Borreliella lanei,0
Borreliella yangtzensis,0
Borreliella japonica,0
Borreliella burgdorferi,0
Borreliella bissettiae,0
Borreliella americana,0
Borreliella tanukii,0
Borreliella spielmanii,0
Borreliella mayonii,0
Breznakiella homolactica,0
Leadbettera azotonutricia,0
Gracilinema caldarium,0
Leptospira sp. GIMC2001,0
Leptospira sp. severe_002,0
Leptospira sp. mild_001,0
Leptospira kmetyi,0
Leptospira noguchii,0
Leptospira weilii,0
Leptospira tipperaryensis,0
Leptospira kobayashii,0
Leptospira santarosai,0
Leptospira biflexa,0
Leptospira mayottensis,0
Leptospira interrogans,0
Leptospira borgpetersenii,0
Leptospira kirschneri,0
Turneriella parva,0
Brachyspira pilosicoli,0
Brachyspira hyodysenteriae,0
Brachyspira hampsonii,0
Brachyspira intermedia,0
Brachyspira murdochii,0
Thermospira aquatica,0
Gimesia panareensis,0
Gimesia aquarii,0
Gimesia maris,0
Gimesia fumaroli,0
Gimesia alba,0
Gimesia chilikensis,0
Gimesia benthica,0
Gimesia algae,0
Planctomyces sp. SH-PL62,0
Planctomyces sp. SH-PL14,0
Alienimonas californiensis,0
Caulifigura coniformis,0
Symmachiella dynata,0
Maioricimonas rarisocia,0
Rubinisphaera brasiliensis,0
Planctoellipticum variicoloris,0
Fuerstiella marisgermanici,0
Planctopirus limnophila,0
Planctopirus ephydatiae,0
Polystyrenella longa,0
Stratiformator vulcanicus,0
Calycomorphotria hydatis,0
Crateriforma conspicua,0
Thalassoglobus polymorphus,0
Rosistilla ulvae,0
Rosistilla carotiformis,0
Rosistilla oblonga,0
Stieleria neptunia,0
Stieleria maiorica,0
Stieleria varia,0
Lignipirellula cremea,0
Roseimaritima ulvae,0
Roseimaritima multifibrata,0
Mariniblastus fucicola,0
Pirellula staleyi,0
Pirellula sp. SH-Sr6A,0
Bremerella sp. TYQ1,0
Bremerella sp. P1,0
Bremerella volcania,0
Blastopirellula sp. J2-11,0
Aureliella helgolandensis,0
Rubripirellula lacrimiformis,0
Anatilimnocola aggregata,0
Rhodopirellula sp. P2,0
Rhodopirellula baltica,0
Pirellulimonas nuda,0
Lacipirellula parvula,0
Lacipirellula limnantheis,0
Botrimarina mediterranea,0
Adhaeretor mobilis,0
Aeoliella mucimassa,0
Bythopirellula goksoeyrii,0
Thermogutta terrifontis,0
Gemmata obscuriglobus,0
Gemmata massiliana,0
Gemmata sp. SH-PL17,0
Telmatocola sphagniphila,0
Tuwongella immobilis,0
Limnoglobus roseus,0
Urbifossiella limnaea,0
Frigoriglobus tundricola,0
Singulisphaera acidiphila,0
Tautonia plasticadhaerens,0
Aquisphaera giovannonii,0
Isosphaera pallida,0
Paludisphaera borealis,0
Sedimentisphaera salicampi,0
Sedimentisphaera cyanobacteriorum,0
Limihaloglobus sulfuriphilus,0
Anaerohalosphaera lusitana,0
Phycisphaera mikurensis,0
Mucisphaera calidilacus,0
Poriferisphaera corsica,0
Humisphaera borealis,0
Candidatus Uabimicrobium amorphum,0
Candidatus Kuenenia stuttgartiensis,0
Akkermansia muciniphila,0
Akkermansia sp. N21116,0
Akkermansia sp. AE01SA01,0
Akkermansia sp. RCC_12PD,0
Akkermansia glycaniphila,0
Akkermansia massiliensis,0
Luteolibacter sp. LG18,0
Luteolibacter sp. SL250,0
Luteolibacter luteus,0
Luteolibacter ambystomatis,0
Verrucomicrobium spinosum,0
Verrucomicrobium sp. GAS474,0
Roseimicrobium sp. ORNL1,0
Haloferula helveola,0
Sulfuriroseicoccus oceanibius,0
Fontisphaera persica,0
Actomonas aquatica,0
Opitutus terrae,0
Opitutus sp. GAS368,0
Termitidicoccus mucosus,0
Nibricoccus aquaticus,0
Lacunisphaera limnophila,0
Synoicihabitans lomoniglobus,0
Ereboglobus luteus,0
Horticoccus luteus,0
Ruficoccus sp. ZRK36,0
Rubellicoccus peritrichatus,0
Coraliomargarita akajimensis,0
Coraliomargarita algicola,0
Candidatus Pelagisphaera phototrophica,0
Candidatus Methylacidiphilum infernorum,0
Methylacidiphilum caldifontis,0
Candidatus Methylacidiphilum fumarolicum,0
Methylacidiphilum kamchatkense,0
Methylacidimicrobium sp. AP8,0
Methylacidimicrobium sp. B4,0
Candidatus Xiphinematobacter sp. Idaho Grape,0
Chlamydia trachomatis,0
Chlamydia psittaci,0
Chlamydia pecorum,0
Chlamydia caviae,0
Chlamydia serpentis,0
Chlamydia avium,0
Chlamydia muridarum,0
Chlamydia felis,0
Candidatus Chlamydia sanziniae,0
Chlamydia suis,0
Chlamydia gallinacea,0
Chlamydia abortus,0
Chlamydia crocodili,0
Chlamydia poikilotherma,0
Chlamydia pneumoniae,0
Chlamydia buteonis,0
Chlamydiifrater phoenicopteri,0
Chlamydiifrater volucris,0
Candidatus Protochlamydia amoebophila,0
Candidatus Protochlamydia naegleriophila,0
Neochlamydia sp. S13,0
Parachlamydia acanthamoebae,0
Candidatus Neptunochlamydia sp. REUL1,0
Simkania negevensis,0
Candidatus Rhabdochlamydia porcellionis,0
Candidatus Rhabdochlamydia oedothoracis,0
Waddlia chondrophila,0
Tichowtungia aerotolerans,0
Kiritimatiella glycovorans,0
Candidatus Velamenicoccus archaeovorus,0
Lentisphaera profundi,0
Fusobacterium polymorphum,0
Fusobacterium necrophorum,0
Fusobacterium nucleatum,0
Fusobacterium ulcerans,0
Fusobacterium pseudoperiodonticum,0
Fusobacterium hominis,0
Fusobacterium canifelinum,0
Fusobacterium varium,0
Fusobacterium mortiferum,0
Fusobacterium animalis,0
Fusobacterium gonidiaformans,0
Fusobacterium vincentii,0
Fusobacterium hwasookii,0
Fusobacterium periodonticum,0
Fusobacterium sp. oral taxon 203,0
uncultured Ilyobacter sp.,0
Ilyobacter polytropus,0
Cetobacterium somerae,0
Leptotrichia sp. oral taxon 212,0
Leptotrichia sp. oral taxon 847,0
Leptotrichia sp. oral taxon 221,0
Leptotrichia sp. HMT-225,0
Leptotrichia sp. oral taxon 498,0
Leptotrichia sp. oral taxon 218,0
Leptotrichia wadei,0
Leptotrichia trevisanii,0
Leptotrichia hofstadii,0
Leptotrichia hongkongensis,0
Leptotrichia buccalis,0
Leptotrichia shahii,0
Sebaldella termitidis,0
Streptobacillus moniliformis,0
Pseudoleptotrichia goodfellowii,0
Sneathia vaginalis,0
Haliovirga abyssi,0
Labilithrix luteola,1e-4
Sorangium cellulosum,0
Polyangium aurulentum,0
Chondromyces crocatus,0
Pajaroellobacter abortibovis,0
Sandaracinus amylolyticus,0
Nannocystis poenicansa,0
Haliangium ochraceum,0
Myxococcus stipitatus,0
Myxococcus landrumus,0
Myxococcus xanthus,0
Myxococcus hansupus,0
Myxococcus sp. SDU36,0
Myxococcus sp. MxC21-1,0
Myxococcus sp. NMCA1,0
Corallococcus sp. NCRR,0
Corallococcus sp. EGB,0
Corallococcus coralloides,0
Corallococcus macrosporus,0
Pyxidicoccus parkwaysis,0
Archangium violaceum,0
Archangium gephyra,0
Stigmatella aurantiaca,0
Cystobacter fuscus,0
Melittangium boletus,0
Anaeromyxobacter paludicola,0
Anaeromyxobacter sp. Fw109-5,0
Anaeromyxobacter sp. K,0
Anaeromyxobacter oryzae,0
Anaeromyxobacter dehalogenans,0
Vulgatibacter incomptus,0
Edaphobacter sp. 4G125,0
Edaphobacter sp. 12200R-103,0
Edaphobacter lichenicola,0
Edaphobacter flagellatus,0
Terriglobus albidus,0
Terriglobus roseus,0
Terriglobus saanensis,0
Granulicella sp. 5B5,0
Granulicella sp. WH15,0
Granulicella mallensis,0
Granulicella tundricola,0
Acidobacterium capsulatum,0
Alloacidobacterium dinghuense,0
Occallatibacter riparius,0
Acidisarcina polymorpha,0
Candidatus Korobacter versatilis,0
uncultured Paludibaculum sp.,0
Paludibaculum fermentans,0
Geothrix sp. 21YS21S-2,0
Geothrix sp.,0
Geothrix sp. PMB-07,0
Geothrix sp. 21YS21S-4,0
Geothrix oryzae,0
Mesoterricola sediminis,0
Mesoterricola silvestris,0
uncultured Holophaga sp.,0
Sulfidibacter corallicola,0
Thermotomaculum hydrothermale,0
Luteitalea pratensis,0
Luteitalea sp. TBR-22,0
Chloracidobacterium aggregatum,0
