"","Kingdom","Phylum","Class","Order","Family","Genus","Species","sa1"
"2194","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__","s__",3
"2314","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanoplanus","s__",2
"33865","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanoplanus","s__endosymbiosus",416
"2609417","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanoplanus","s__sp. FWC-SCC4",172
"2315","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanoplanus","s__limicola",79
"1789226","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanogenium","s__sp. S4BF",333
"2199","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanogenium","s__organophilum",181
"45989","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanoculleus","s__",111
"118126","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanoculleus","s__chikugoensis",67
"83986","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanoculleus","s__bourgensis",58
"394967","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanoculleus","s__receptaculi",5
"81416","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanofollis","s__",34
"2201","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanofollis","s__liminatans",97
"126734","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanofollis","s__aquaemaris",42
"299308","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanofollis","s__formosanus",28
"54120","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanolacinia","s__petrolearia",89
"487686","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanomicrobiaceae","g__Methanomicrobium","s__antiquum",27
"358766","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanoregulaceae","g__Methanoregula","s__boonei",263
"1005933","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanoregulaceae","g__Methanoregula","s__uncultured Methanoregula sp.",243
"882104","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanoregulaceae","g__Methanoregula","s__formicica",87
"475088","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanoregulaceae","g__Methanosphaerula","s__palustris",59
"2202","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanospirillaceae","g__Methanospirillum","s__",125
"262503","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanospirillaceae","g__Methanospirillum","s__uncultured Methanospirillum sp.",317
"2203","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanospirillaceae","g__Methanospirillum","s__hungatei",159
"2834276","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanospirillaceae","g__Methanospirillum","s__sp. J.3.6.1-F.2.7.3",8
"2192","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanocorpusculaceae","g__Methanocorpusculum","s__",3
"83984","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanocorpusculaceae","g__Methanocorpusculum","s__labreanum",78
"176309","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanocorpusculaceae","g__Methanocorpusculum","s__uncultured Methanocorpusculum sp.",38
"2222","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanotrichales","f__Methanotrichaceae","g__Methanothrix","s__",80
"2223","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanotrichales","f__Methanotrichaceae","g__Methanothrix","s__soehngenii",84
"301375","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanotrichales","f__Methanotrichaceae","g__Methanothrix","s__harundinacea",83
"2224","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanotrichales","f__Methanotrichaceae","g__Methanothrix","s__thermoacetophila",7
"570266","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanocellales","f__Methanocellaceae","g__Methanocella","s__",2
"570267","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanocellales","f__Methanocellaceae","g__Methanocella","s__paludicola",88
"1175444","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanocellales","f__Methanocellaceae","g__Methanocella","s__conradii",85
"1175445","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanocellales","f__Methanocellaceae","g__Methanocella","s__arvoryzae",40
"2159","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__","s__",2
"2172","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__",199
"2870563","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__sp. TLL-48-HuF1",528
"224719","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__sp. AbM4",443
"1609968","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__sp. YE315",410
"230361","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__millerae",1075
"2173","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__smithii",99
"83816","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__ruminantium",55
"39441","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__arboriphilus",53
"294671","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobrevibacter","s__olleyae",27
"2160","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobacterium","s__",58
"710191","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobacterium","s__ferruginis",387
"2731220","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobacterium","s__alkalithermotolerans",276
"710190","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobacterium","s__petrolearium",198
"877455","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobacterium","s__lacus",76
"176306","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobacterium","s__uncultured Methanobacterium sp.",62
"118062","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobacterium","s__congolense",56
"868131","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobacterium","s__paludis",39
"2584467","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobacterium","s__sp. CWC-01",20
"2025351","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobacterium","s__sp. BAmetb5",13
"59277","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobacterium","s__subterraneum",6
"2162","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanobacterium","s__formicicum",3
"145260","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanothermobacter","s__",211
"2998972","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanothermobacter","s__sp. DP",36
"866790","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanothermobacter","s__sp. CaT2",18
"2017966","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanothermobacter","s__sp. EMTCatA1",2
"2606912","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanothermobacter","s__sp. THM-2",1
"145262","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanothermobacter","s__thermautotrophicus",58
"680118","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanothermobacter","s__tenebrarum",6
"145263","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanothermobacter","s__marburgensis",5
"2316","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanosphaera","s__",6
"1452353","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanosphaera","s__sp. ISO3-F5",140
"1789762","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanosphaera","s__sp. BMS",116
"2317","k__Archaea","p__Euryarchaeota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__Methanosphaera","s__stadtmanae",76
"2183","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanococcaceae","g__","s__",1
"2187","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanococcaceae","g__Methanococcus","s__vannielii",401
"39152","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanococcaceae","g__Methanococcus","s__maripaludis",372
"42879","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanococcaceae","g__Methanococcus","s__aeolicus",117
"155863","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanococcaceae","g__Methanothermococcus","s__okinawensis",76
"2186","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanococcaceae","g__Methanothermococcus","s__thermolithotrophicus",45
"196118","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanocaldococcaceae","g__Methanocaldococcus","s__",1
"83171","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanocaldococcaceae","g__Methanocaldococcus","s__fervens",93
"67760","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanocaldococcaceae","g__Methanocaldococcus","s__infernus",67
"1301915","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanocaldococcaceae","g__Methanocaldococcus","s__bathoardescens",59
"2190","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanocaldococcaceae","g__Methanocaldococcus","s__jannaschii",42
"644281","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanocaldococcaceae","g__Methanocaldococcus","s__sp. FS406-22",34
"73913","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanocaldococcaceae","g__Methanocaldococcus","s__vulcanius",32
"2546128","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanocaldococcaceae","g__Methanocaldococcus","s__lauensis",31
"2189","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanocaldococcaceae","g__Methanotorris","s__igneus",34
"2607662","k__Archaea","p__Euryarchaeota","c__Methanococci","o__Methanococcales","f__Methanocaldococcaceae","g__Methanofervidicoccus","s__sp. A16",27
"1937005","k__Archaea","p__Euryarchaeota","c__Methanopyri","o__Methanopyrales","f__Methanopyraceae","g__Methanopyrus","s__sp. SNP6",1
"2320","k__Archaea","p__Euryarchaeota","c__Methanopyri","o__Methanopyrales","f__Methanopyraceae","g__Methanopyrus","s__kandleri",4
"2263","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__",283
"582419","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__paralvinellae",278
"1674923","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__sp. 2319x1",57
"2008440","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__sp. 5-4",39
"246969","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__sp. AM4",35
"3111325","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__sp. SY098",32
"1042877","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__sp. 4557",29
"122420","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__sp. P6",3
"71997","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__gorgonarius",138
"2598455","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__aciditolerans",105
"1505907","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__eurythermalis",104
"2969672","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__thermotolerans",81
"71998","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__pacificus",80
"1712654","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__piezophilus",75
"55802","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__barophilus",64
"187880","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__radiotolerans",57
"187878","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__gammatolerans",51
"53952","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__peptonophilus",43
"311400","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__kodakarensis",40
"49899","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__profundus",38
"195522","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__nautili",28
"2264","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__celer",26
"2016373","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__camini",23
"2866384","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__argininiproducens",21
"110163","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__aggregans",20
"2586643","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__indicus",20
"54077","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__barossii",14
"342948","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__onnurineus",13
"277988","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__thioreducens",12
"2265","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__litoralis",11
"172049","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__sibiricus",8
"72803","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__siculi",7
"2016361","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__henrietii",7
"110164","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__guaymasensis",6
"54262","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__chitonophagus",5
"163003","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Thermococcus","s__cleftensis",1
"1183377","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Pyrococcus","s__sp. ST04",88
"342949","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Pyrococcus","s__sp. NA2",86
"1609559","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Pyrococcus","s__kukulkanii",104
"2261","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Pyrococcus","s__furiosus",64
"29292","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Pyrococcus","s__abyssi",20
"53953","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Pyrococcus","s__horikoshii",14
"1008460","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Pyrococcus","s__yayanosii",5
"971279","k__Archaea","p__Euryarchaeota","c__Thermococci","o__Thermococcales","f__Thermococcaceae","g__Palaeococcus","s__pacificus",25
"113653","k__Archaea","p__Euryarchaeota","c__Archaeoglobi","o__Archaeoglobales","f__Archaeoglobaceae","g__Geoglobus","s__ahangari",164
"565033","k__Archaea","p__Euryarchaeota","c__Archaeoglobi","o__Archaeoglobales","f__Archaeoglobaceae","g__Geoglobus","s__acetivorans",115
"1316941","k__Archaea","p__Euryarchaeota","c__Archaeoglobi","o__Archaeoglobales","f__Archaeoglobaceae","g__Archaeoglobus","s__sulfaticallidus",206
"2234","k__Archaea","p__Euryarchaeota","c__Archaeoglobi","o__Archaeoglobales","f__Archaeoglobaceae","g__Archaeoglobus","s__fulgidus",13
"84156","k__Archaea","p__Euryarchaeota","c__Archaeoglobi","o__Archaeoglobales","f__Archaeoglobaceae","g__Archaeoglobus","s__profundus",6
"58290","k__Archaea","p__Euryarchaeota","c__Archaeoglobi","o__Archaeoglobales","f__Archaeoglobaceae","g__Archaeoglobus","s__veneficus",4
"54261","k__Archaea","p__Euryarchaeota","c__Archaeoglobi","o__Archaeoglobales","f__Archaeoglobaceae","g__Ferroglobus","s__placidus",29
"2874846","k__Archaea","p__Euryarchaeota","c__Candidatus Methanoliparia","o__Candidatus Methanoliparales","f__Candidatus Methanoliparaceae","g__Candidatus Methanoliparum","s__sp. LAM-1",142
"2933293","k__Archaea","p__Euryarchaeota","c__Methanonatronarchaeia","o__Methanonatronarchaeales","f__Methanonatronarchaeaceae","g__Methanonatronarchaeum","s__sp. AMET6-2",70
"3037654","k__Archaea","p__Euryarchaeota","c__Methanonatronarchaeia","o__Methanonatronarchaeales","f__Methanonatronarchaeaceae","g__Methanonatronarchaeum","s__sp. AMET-Sl",4
"118883","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__","s__",770
"12914","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Acidianus","s__",27
"2283","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Acidianus","s__ambivalens",195
"563177","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Acidianus","s__hospitalis",96
"2886040","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Acidianus","s__sp. HS-5",40
"312539","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Acidianus","s__sulfidivorans",39
"41673","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Acidianus","s__brierleyi",38
"282676","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Acidianus","s__manzaensis",14
"2512240","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Sulfolobus","s__sp. S-194",135
"1891280","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Sulfolobus","s__sp. A20",29
"2663020","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Sulfolobus","s__sp. E11-6",5
"43080","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Sulfolobus","s__islandicus",116
"2285","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Sulfolobus","s__acidocaldarius",15
"207809","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Sulfolobus","s__tengchongensis",8
"41675","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Stygiolobus","s__azoricus",153
"2824673","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Stygiolobus","s__caldivivus",21
"1294262","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Sulfuracidifex","s__tepidarius",152
"41980","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Metallosphaera","s__",2
"1006005","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Metallosphaera","s__cuprina",42
"79601","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Metallosphaera","s__hakonensis",25
"43687","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Metallosphaera","s__sedula",23
"1532350","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Metallosphaera","s__tengchongensis",17
"1702097","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Saccharolobus","s__caldissimus",67
"2286","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Saccharolobus","s__shibatae",29
"2287","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Saccharolobus","s__solfataricus",4
"69655","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Sulfurisphaera","s__",12
"111955","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Sulfurisphaera","s__tokodaii",37
"69656","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Sulfurisphaera","s__ohwakuensis",6
"1670455","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Sulfolobales","f__Sulfolobaceae","g__Sulfodiicoccus","s__acidiphilus",7
"2279","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Desulfurococcales","f__Desulfurococcaceae","g__Staphylothermus","s__",1
"84599","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Desulfurococcales","f__Desulfurococcaceae","g__Staphylothermus","s__hellenicus",296
"2280","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Desulfurococcales","f__Desulfurococcaceae","g__Staphylothermus","s__marinus",4
"54254","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Desulfurococcales","f__Desulfurococcaceae","g__Thermosphaera","s__aggregans",43
"2275","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Desulfurococcales","f__Desulfurococcaceae","g__Desulfurococcus","s__mucosus",27
"94694","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Desulfurococcales","f__Desulfurococcaceae","g__Desulfurococcus","s__amylolyticus",9
"229980","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Desulfurococcales","f__Desulfurococcaceae","g__Aeropyrum","s__camini",17
"56636","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Desulfurococcales","f__Desulfurococcaceae","g__Aeropyrum","s__pernix",9
"1200300","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Desulfurococcales","f__Desulfurococcaceae","g__Thermogladius","s__calderae",23
"54259","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Desulfurococcales","f__Desulfurococcaceae","g__Ignicoccus","s__islandicus",13
"3060460","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Desulfurococcales","f__Pyrodictiaceae","g__Pyrofollis","s__japonicus",35
"1273541","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Desulfurococcales","f__Pyrodictiaceae","g__Pyrodictium","s__delaneyi",5
"54256","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Desulfurococcales","f__Pyrodictiaceae","g__Pyrodictium","s__abyssi",3
"54248","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Desulfurococcales","f__Pyrodictiaceae","g__Hyperthermus","s__butylicus",3
"54252","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Desulfurococcales","f__Pyrodictiaceae","g__Pyrolobus","s__fumarii",1
"200415","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Acidilobales","f__Caldisphaeraceae","g__Caldisphaera","s__lagunensis",288
"1577685","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Acidilobales","f__Acidilobaceae","g__Acidilobus","s__sp. 7A",83
